github.com/AlDanial/cloc v 2.04  T=0.45 s (1052.8 files/s, 458340.2 lines/s)
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                                            blank        comment           code
./GameSpace.Models/obj/Debug/net8.0/GameSpace.Models.csproj.FileListAbsolute.txt                                                    0              0             12
./Models/Bookmark.cs                                                                                                                7              0             12
./Models/PlayerMarketTradeMsg.cs                                                                                                    7              0             12
./Models/PopularityIndexDaily.cs                                                                                                    7              0             12
./Models/PostSource.cs                                                                                                              7              0             12
./Models/Style.cs                                                                                                                   7              0             12
./Models/UserRight.cs                                                                                                               7              0             12
./Models/VwForumOverview.cs                                                                                                         7              0             12
./obj/GameSpace.csproj.nuget.g.targets                                                                                              0              0             12
./Areas/Forum/Views/Home/Index.cshtml                                                                                               1              3             11
./Models/EVoucherToken.cs                                                                                                           6              0             11
./Models/MemberSalesProfile.cs                                                                                                      6              0             11
./Services/Caching/ICacheService.cs                                                                                                 0              3             11
./Services/Validation/IValidationService.cs                                                                                         0              3             11
./Views/Shared/_TopbarLevel2.cshtml                                                                                                 1              3             11
./obj/Release/net8.0/GameSpace.AssemblyInfo.cs                                                                                      4              9             11
./Areas/social_hub/Views/Mutes/_ReloadCacheToolbar.cshtml                                                                           1              1             10
./GameSpace.Api/obj/GameSpace.Api.csproj.nuget.g.targets                                                                            0              0             10
./Models/PlayerMarketProductImg.cs                                                                                                  5              0             10
./docs/_archive/20250913-1423/ARCHIVE_INDEX.md                                                                                      5              0             10
./libman.json                                                                                                                       0              0             10
./obj/Release/net8.0/GameSpace.csproj.FileListAbsolute.txt                                                                          0              0             10
./wwwroot/lib/sb-admin/js/scripts.js                                                                                                3             13             10
./GameSpace.Core/Services/Seeding/ISeedDataRunner.cs                                                                                2              9              9
./GameSpace.Core/obj/Release/net8.0/GameSpace.Core.AssemblyInfo.cs                                                                  4              9              9
./GameSpace.Data/obj/Debug/net8.0/GameSpace.Data.AssemblyInfo.cs                                                                    4              9              9
